
MMT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-8-24,37,30,26,25,24,23,81,59,37,1008,1007,1004,10,8,6,6,3,,0.00,,,-1<br />
2014-8-25,37,31,27,26,25,24,90,66,44,1008,1006,1003,10,9,6,3,2,,0.00,,,-1<br />
2014-8-26,36,31,26,27,25,24,78,62,51,1008,1006,1003,10,8,6,3,2,,0.00,,,-1<br />
2014-8-27,29,27,24,27,26,25,100,91,76,1007,1005,1003,8,7,6,3,2,,0.00,8,Rain,-1<br />
2014-8-28,33,29,26,28,27,25,88,75,59,1007,1005,1003,10,9,6,2,2,,0.00,8,,-1<br />
2014-8-29,35,30,26,27,26,25,92,70,54,1006,1005,1002,10,8,6,2,2,,0.00,,Rain,-1<br />
2014-8-30,30,27,24,26,26,24,100,88,76,1008,1006,1004,8,7,5,2,2,,0.00,8,Rain-Thunderstorm,-1<br />
2014-8-31,31,28,25,27,25,23,89,75,65,1008,1006,1003,10,8,6,2,2,,0.00,,,-1<br />
2014-9-1,34,29,24,27,26,24,89,71,54,1008,1006,1003,10,8,6,2,0,,0.00,,,-1<br />
2014-9-2,34,31,27,27,26,25,81,70,59,1007,1006,1003,10,8,6,2,0,,0.00,,,-1<br />
2014-9-3,31,27,24,26,26,23,100,85,70,1008,1006,1003,10,8,6,2,0,,0.00,8,Hail-Thunderstorm,-1<br />
2014-9-4,32,28,24,27,26,25,100,83,65,1007,1005,1003,10,8,5,3,2,,0.00,8,Rain,-1<br />
2014-9-5,34,29,25,27,24,23,78,66,52,1006,1004,1001,10,8,5,3,3,,0.00,,,-1<br />
2014-9-6,32,29,26,26,24,23,81,68,57,1007,1005,1003,10,8,6,3,2,,0.00,,,-1<br />
2014-9-7,34,29,24,27,25,24,88,73,59,1008,1007,1005,10,8,6,3,2,,0.00,,,-1<br />
2014-9-8,35,31,26,26,24,24,78,65,44,1009,1007,1003,10,9,6,6,2,,0.00,,,-1<br />
2014-9-9,36,31,27,27,26,25,81,66,51,1006,1004,1002,10,8,6,3,2,,0.00,8,,-1<br />
2014-9-10,36,32,28,27,26,26,80,65,51,1007,1005,1003,10,9,6,2,0,,0.00,,,-1<br />
2014-9-11,36,29,25,28,26,25,99,76,59,1008,1007,1005,8,8,6,3,2,,0.00,8,Thunderstorm,-1<br />
2014-9-12,30,28,27,27,26,24,89,84,76,1010,1007,1004,8,7,5,0,0,,0.00,8,Rain-Thunderstorm,-1<br />
2014-9-13,36,31,26,27,26,26,88,69,49,1007,1005,1002,10,8,6,3,2,,0.00,,,-1<br />
2014-9-14,28,27,24,27,26,24,100,92,76,1008,1006,1003,8,6,5,2,0,,0.00,8,Rain-Thunderstorm,-1<br />
2014-9-15,33,28,24,27,25,23,87,73,59,1007,1004,1001,8,8,8,2,2,,0.00,,Rain,-1<br />
2014-9-16,34,30,26,27,26,25,89,74,60,1006,1002,998,10,8,6,2,2,,0.00,8,Thunderstorm,-1<br />
2014-9-17,36,31,27,27,26,25,93,69,51,1001,1000,998,10,8,6,2,0,,0.00,,,-1<br />
2014-9-18,31,27,23,26,25,23,100,80,67,1006,1004,1001,10,8,6,2,0,,0.00,8,Rain,-1<br />
2014-9-19,32,28,25,28,26,23,98,78,67,1010,1007,1005,8,8,6,6,3,,0.00,8,,-1<br />
2014-9-20,34,29,25,26,25,24,90,72,53,1009,1007,1005,10,8,6,3,2,,0.00,,,-1<br />
2014-9-21,34,30,26,25,24,22,78,60,40,1008,1007,1005,10,8,6,6,2,,0.00,,,-1<br />
2014-9-22,34,30,26,26,25,24,89,66,53,1010,1008,1006,10,8,6,3,2,,0.00,,,-1<br />
2014-9-23,35,30,26,25,24,23,74,59,47,1007,1006,1004,10,8,6,8,3,,0.00,,,-1<br />
2014-9-24,36,30,24,28,25,24,100,75,43,1008,1007,1005,10,8,6,6,3,,0.00,8,Rain,-1<br />
2014-9-25,33,28,24,26,24,23,88,72,52,1010,1008,1006,8,8,6,6,2,,0.00,,,-1<br />
2014-9-26,35,30,26,26,25,24,89,66,44,1011,1009,1007,10,9,6,6,3,,0.00,,,-1<br />
2014-9-27,35,31,26,26,25,24,88,66,44,1011,1009,1007,10,8,6,8,2,,0.00,,,-1<br />
2014-9-28,34,30,26,27,26,24,80,71,54,1012,1009,1008,10,8,6,2,0,,0.00,,Thunderstorm,-1<br />
2014-9-29,34,29,25,26,24,24,89,67,47,1011,1009,1006,10,8,6,2,0,,0.00,,,-1<br />
2014-9-30,36,30,25,26,25,24,89,67,44,1011,1009,1007,8,8,6,2,2,,0.00,,,-1<br />
2014-10-1,35,29,25,27,24,23,78,62,47,1011,1009,1006,10,8,6,2,0,,0.00,,,-1<br />
2014-10-2,35,29,25,26,24,23,78,64,47,1012,1009,1007,8,8,6,2,2,,0.00,,,-1<br />
2014-10-3,37,31,25,25,24,23,78,61,43,1010,1008,1005,10,8,6,2,0,,0.00,,,-1<br />
2014-10-4,32,28,24,26,25,23,88,77,70,1012,1009,1007,8,7,5,2,0,,0.00,8,Rain-Thunderstorm,-1<br />
2014-10-5,34,29,24,25,24,22,84,64,47,1011,1009,1007,10,8,6,8,2,,0.00,,Thunderstorm,-1<br />
2014-10-6,36,30,24,25,24,23,87,62,45,1013,1010,1007,10,8,6,2,0,,0.00,,,-1<br />
2014-10-7,36,31,26,24,23,23,74,56,40,1014,1009,1006,10,8,6,2,0,,0.00,,,-1<br />
2014-10-8,36,30,24,24,23,22,78,56,34,1011,1009,1007,10,8,6,2,0,,0.00,,,-1<br />
2014-10-9,36,30,24,23,22,22,76,54,34,1011,1009,1005,10,8,6,2,0,,0.00,,,-1<br />
2014-10-10,36,31,26,25,24,24,78,61,43,1011,1008,1006,8,8,6,2,2,,0.00,,,-1<br />
2014-10-11,36,31,26,25,24,22,78,58,41,1009,1008,1006,10,8,6,2,2,,0.00,,,-1<br />
2014-10-12,33,29,26,26,26,25,92,76,57,1013,1010,1008,10,7,5,2,0,,0.00,8,Rain-Thunderstorm,-1<br />
2014-10-13,33,32,27,26,25,23,88,68,38,1013,1010,1009,10,8,8,2,0,,0.00,,,-1<br />
2014-10-14,32,29,26,26,26,25,100,80,57,1015,1013,1011,8,7,5,2,0,,0.00,8,Rain,-1<br />
2014-10-15,36,31,26,27,26,24,88,67,45,1013,1011,1009,10,8,6,2,0,,0.00,,,-1<br />
2014-10-16,35,30,26,26,24,24,81,63,44,1013,1010,1009,8,7,6,2,0,,0.00,,,-1<br />
2014-10-17,34,30,24,26,23,11,100,65,35,1013,1010,1008,8,7,6,2,0,,0.00,8,Hail-Thunderstorm,-1<br />
2014-10-18,33,28,24,26,24,24,100,81,59,1014,1011,1008,8,6,5,2,0,,0.00,8,Rain,-1<br />
2014-10-19,33,29,25,26,24,24,93,76,59,1012,1010,1008,8,7,5,3,2,,0.00,,,-1<br />
2014-10-20,32,29,25,26,24,24,88,73,57,1013,1011,1009,8,6,5,2,0,,0.00,,,-1<br />
2014-10-21,33,29,24,23,23,22,87,65,49,1015,1012,1010,10,6,5,2,0,,0.00,,,-1<br />
2014-10-22,33,29,24,25,24,23,87,68,53,1015,1013,1010,10,7,5,2,0,,0.00,,,-1<br />
2014-10-23,33,28,24,24,23,23,87,64,49,1014,1011,1008,10,8,5,2,2,,0.00,,,-1<br />
2014-10-24,34,29,24,24,24,23,88,68,48,1013,1011,1008,10,7,5,2,0,,0.00,,,-1<br />
2014-10-25,33,28,22,24,22,21,89,64,41,1013,1010,1009,10,7,5,2,0,,0.00,,,-1<br />
2014-10-26,34,28,23,24,23,21,79,64,48,1014,1012,1011,8,7,5,2,0,,0.00,,,-1<br />
2014-10-27,33,28,23,24,22,21,90,66,44,1013,1011,1009,8,7,5,2,0,,0.00,,,-1<br />
2014-10-28,31,26,22,22,21,19,79,66,55,1015,1012,1011,8,7,5,2,2,,0.00,,,-1<br />
2014-10-29,28,26,23,23,22,20,89,74,55,1014,1012,1010,8,7,5,2,2,,0.00,8,,-1<br />
2014-10-30,31,27,22,23,22,21,89,69,51,1013,1011,1009,8,7,5,2,0,,0.00,,,-1<br />
2014-10-31,32,28,23,25,23,22,90,70,52,1012,1010,1008,8,7,5,2,0,,0.00,,,-1<br />
2014-11-1,34,29,23,24,23,23,90,66,46,1012,1010,1008,10,7,5,2,0,,0.00,,,-1<br />
2014-11-2,35,29,23,26,24,23,86,67,47,1012,1009,1002,10,7,5,2,0,,0.00,,,-1<br />
2014-11-3,36,30,24,25,22,11,78,57,34,1013,1010,1008,8,6,5,2,0,,0.00,,,-1<br />
2014-11-4,37,30,25,26,23,22,78,60,37,1011,1009,1007,10,7,5,2,0,,0.00,,,-1<br />
2014-11-5,32,27,22,26,24,22,100,76,54,1012,1010,1007,8,7,5,2,0,,0.00,8,,-1<br />
2014-11-6,28,26,24,24,24,23,100,86,70,1012,1010,1008,6,6,5,2,0,,0.00,8,Rain,-1<br />
2014-11-7,28,26,23,24,24,23,100,92,78,1013,1012,1010,6,6,5,0,0,,0.00,8,Rain,-1<br />
2014-11-8,31,28,24,24,24,23,91,74,57,1014,1012,1010,10,6,3,2,2,,0.00,,,-1<br />
2014-11-9,33,28,23,24,23,23,90,70,53,1015,1013,1010,10,7,5,2,0,,0.00,,,-1<br />
2014-11-10,33,28,23,25,23,21,90,66,41,1013,1011,1009,10,7,5,2,0,,0.00,,,-1<br />
2014-11-11,34,29,23,27,24,23,86,69,47,1013,1011,1009,10,7,5,2,0,,0.00,,,-1<br />
2014-11-12,33,28,23,26,24,23,92,68,49,1013,1011,1009,8,7,5,2,0,,0.00,,,-1<br />
2014-11-13,35,29,23,24,23,22,90,62,37,1015,1012,1010,10,7,5,2,0,,0.00,,,-1<br />
2014-11-14,35,28,22,25,22,19,78,59,36,1014,1011,1009,10,7,5,2,0,,0.00,,,-1<br />
2014-11-15,35,29,23,25,23,23,86,62,43,1013,1011,1008,10,7,5,2,0,,0.00,,,-1<br />
2014-11-16,35,29,22,23,22,21,82,58,37,1013,1010,1008,10,7,5,2,0,,0.00,,,-1<br />
2014-11-17,35,29,23,23,23,22,90,66,42,1014,1012,1010,10,7,5,2,0,,0.00,,,-1<br />
2014-11-18,34,28,23,24,23,22,90,66,49,1016,1013,1011,10,7,5,2,0,,0.00,,,-1<br />
2014-11-19,34,28,22,24,22,21,89,64,41,1016,1013,1010,10,7,5,2,0,,0.00,,,-1<br />
2014-11-20,33,27,22,23,22,21,90,63,41,1014,1011,1009,8,7,6,2,2,,0.00,,,-1<br />
2014-11-21,33,27,21,23,21,21,91,64,42,1013,1011,1009,8,7,5,2,0,,0.00,,,-1<br />
2014-11-22,33,26,19,22,20,17,88,60,29,1013,1011,1009,8,7,5,2,0,,0.00,,,-1<br />
2014-11-23,34,27,21,21,19,18,75,57,31,1015,1012,1010,8,7,5,2,0,,0.00,,,-1<br />
2014-11-24,32,26,20,21,19,18,88,59,35,1014,1012,1010,10,7,5,2,0,,0.00,,,-1<br />
2014-11-25,32,24,18,19,19,18,85,61,40,1014,1011,1008,10,7,5,2,0,,0.00,,,-1<br />
2014-11-26,31,24,18,19,18,15,89,59,28,1012,1009,1007,8,7,5,2,0,,0.00,,,-1<br />
2014-11-27,32,25,18,22,18,16,89,59,28,1014,1011,1009,10,7,5,2,0,,0.00,,,-1<br />
2014-11-28,32,24,18,21,18,17,89,60,32,1013,1011,1009,10,7,5,2,0,,0.00,,,-1<br />
2014-11-29,30,23,18,21,18,17,86,61,36,1014,1011,1009,8,7,5,2,0,,0.00,,,-1<br />
2014-11-30,30,23,16,18,16,16,90,57,36,1013,1011,1008,8,7,5,2,0,,0.00,,,-1<br />
2014-12-1,30,24,20,21,17,16,76,57,34,1014,1011,1008,8,7,5,2,0,,0.00,,,-1<br />
2014-12-2,31,23,17,21,17,15,90,61,31,1013,1011,1009,8,7,5,2,0,,0.00,,,-1<br />
2014-12-3,31,23,16,18,16,15,85,57,30,1014,1011,1009,10,7,5,2,0,,0.00,,,-1<br />
2014-12-4,31,23,17,19,17,15,85,57,28,1015,1013,1011,8,7,5,2,0,,0.00,,,-1<br />
2014-12-5,31,24,18,21,18,17,89,61,40,1017,1014,1012,8,7,5,39,5,,0.00,,,-1<br />
2014-12-6,32,26,20,22,19,17,92,64,38,1015,1012,1010,8,7,5,2,0,,0.00,,,-1<br />
2014-12-7,33,26,19,22,20,18,89,65,40,1015,1012,1009,8,6,5,2,0,,0.00,,,-1<br />
2014-12-8,33,26,19,21,19,17,88,59,34,1017,1012,1010,8,7,5,2,0,,0.00,,,-1<br />
2014-12-9,32,26,18,22,19,18,89,61,34,1016,1013,1012,8,7,5,2,0,,0.00,,,-1<br />
2014-12-10,32,25,18,21,18,17,89,59,39,1015,1012,1010,8,6,5,2,0,,0.00,,,-1<br />
2014-12-11,32,25,18,21,19,18,85,62,38,1016,1013,1011,8,6,5,2,0,,0.00,,,-1<br />
2014-12-12,31,24,18,22,19,17,89,64,33,1016,1014,1012,8,6,5,2,0,,0.00,,,-1<br />
2014-12-13,31,24,18,22,18,16,89,63,42,1019,1016,1014,8,7,5,2,0,,0.00,,,-1<br />
2014-12-14,31,24,18,21,18,17,86,60,40,1017,1015,1013,8,6,5,2,2,,0.00,,,-1<br />
2014-12-15,31,24,17,22,18,16,85,64,38,1018,1014,1012,8,6,5,2,0,,0.00,,,-1<br />
2014-12-16,31,24,18,21,19,17,89,65,39,1016,1014,1011,8,6,5,2,0,,0.00,,,-1<br />
2014-12-17,32,26,18,22,19,18,89,63,39,1015,1013,1011,8,7,6,2,0,,0.00,,,-1<br />
2014-12-18,31,25,20,21,18,15,88,59,30,1015,1013,1012,8,7,5,3,2,,0.00,,,-1<br />
2014-12-19,29,22,15,21,17,14,90,67,46,1021,1018,1015,8,7,5,2,0,,0.00,,,-1<br />
2014-12-20,28,22,15,19,16,14,90,63,33,1018,1015,1010,8,7,5,2,0,,0.00,,,-1<br />
2014-12-21,28,23,19,18,17,16,78,53,38,1015,1013,1011,6,6,6,2,2,,0.00,,,-1<br />
2014-12-22,30,22,16,21,17,16,90,66,35,1015,1013,1011,8,6,5,2,0,,0.00,,,-1<br />
2014-12-23,29,23,16,18,17,16,90,62,34,1016,1014,1012,8,6,5,2,0,,0.00,,,-1<br />
2014-12-24,30,22,15,21,17,14,86,64,36,1017,1015,1012,8,6,5,2,0,,0.00,,,-1<br />
2014-12-25,30,24,19,21,17,16,80,59,38,1016,1014,1011,8,6,5,2,0,,0.00,,,-1<br />
2014-12-26,31,23,16,21,17,15,85,61,28,1014,1012,1009,8,6,5,2,0,,0.00,,,-1<br />
2014-12-27,31,23,16,21,17,15,86,63,34,1015,1013,1012,8,6,5,2,0,,0.00,,,-1<br />
2014-12-28,30,23,16,21,16,14,86,59,30,1018,1014,1012,8,6,5,2,0,,0.00,,,-1<br />
2014-12-29,30,23,16,19,17,16,85,62,34,1017,1014,1011,8,6,5,2,0,,0.00,,,-1<br />
2014-12-30,27,22,18,21,18,16,80,63,46,1015,1012,1011,8,6,5,2,0,,0.00,,,-1<br />
2014-12-31,28,23,19,18,17,16,77,61,45,1016,1014,1013,8,6,5,2,0,,0.00,,,-1<br />
