
AWDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-8-22,18,16,14,16,12,10,100,80,63,1016,1009,1005,10,9,1,48,27,69,0.00,4,Rain-Thunderstorm,305<br />
2006-8-23,21,14,9,13,11,8,100,78,46,1023,1020,1016,10,10,1,26,13,,0.00,3,Fog,204<br />
2006-8-24,22,14,8,11,9,7,100,73,41,1023,1021,1019,10,10,10,19,10,,0.00,2,,13<br />
2006-8-25,19,14,9,16,11,8,100,84,67,1022,1020,1018,10,10,5,24,11,,0.00,4,Rain,255<br />
2006-8-26,18,12,6,8,6,3,100,66,42,1028,1025,1022,10,10,10,27,18,,0.00,3,,175<br />
2006-8-27,21,12,4,8,6,3,100,71,33,1029,1027,1024,10,10,10,16,8,,0.00,1,,74<br />
2006-8-28,24,14,6,10,7,3,100,62,31,1025,1021,1018,,,,24,11,,0.00,,,40<br />
2006-8-29,27,20,13,13,7,1,88,50,20,1017,1016,1015,10,10,10,27,16,,0.00,,,8<br />
2006-8-30,25,17,8,15,12,8,100,70,44,1016,1014,1012,10,10,10,47,19,66,0.00,2,,354<br />
2006-8-31,19,16,12,17,14,9,100,87,56,1019,1015,1011,10,8,3,35,21,48,0.00,6,Rain,297<br />
2006-9-1,16,11,7,11,9,5,100,83,48,1024,1021,1018,10,9,4,24,8,,0.00,5,Rain,126<br />
2006-9-2,18,10,3,8,5,3,100,73,39,1027,1026,1024,10,10,10,24,6,,0.00,1,Fog,192<br />
2006-9-3,20,12,4,8,6,3,100,72,35,1027,1024,1020,10,10,10,23,6,,0.00,1,,26<br />
2006-9-4,17,11,5,11,5,1,100,71,39,1029,1022,1019,10,9,3,45,14,,0.00,4,Rain,140<br />
2006-9-5,17,11,5,2,1,-1,76,49,31,1032,1030,1028,10,10,10,42,23,58,0.00,1,,132<br />
2006-9-6,18,13,9,3,1,-1,62,44,28,1031,1028,1025,10,10,10,40,27,58,0.00,1,,109<br />
2006-9-7,16,13,11,9,6,3,82,59,48,1027,1025,1023,10,10,10,42,29,61,0.00,6,Rain,97<br />
2006-9-8,17,14,13,11,9,8,77,72,63,1026,1023,1019,10,10,10,39,24,58,0.00,6,Rain,75<br />
2006-9-9,23,18,13,17,13,10,100,74,56,1021,1020,1018,10,9,4,27,18,,0.00,5,Rain,62<br />
2006-9-10,23,19,16,17,16,14,100,81,64,1019,1015,1011,10,10,6,26,16,,0.00,6,Rain,13<br />
2006-9-11,18,16,13,16,13,8,100,83,56,1016,1012,1010,10,8,1,29,19,47,0.00,6,Fog-Rain,298<br />
2006-9-12,18,12,6,12,7,3,100,70,39,1027,1021,1016,10,9,4,39,21,50,0.00,5,Rain,248<br />
2006-9-13,21,12,4,9,6,3,100,70,35,1028,1026,1024,,,,24,8,,0.00,,,67<br />
2006-9-14,26,16,7,14,9,5,93,61,36,1024,1020,1016,,,,27,13,,0.00,,,48<br />
2006-9-15,27,19,12,16,12,10,100,66,34,1017,1016,1015,10,10,10,21,11,,0.00,1,,346<br />
2006-9-16,22,16,11,16,13,10,100,82,49,1021,1018,1016,10,7,0,29,13,,0.00,5,Fog-Rain,320<br />
2006-9-17,20,16,11,15,12,8,100,78,46,1020,1018,1016,10,10,6,24,11,,0.00,4,Rain,328<br />
2006-9-18,20,15,10,13,10,5,100,74,49,1021,1017,1015,10,9,4,35,16,52,0.00,5,Rain,266<br />
2006-9-19,19,14,10,12,8,6,94,67,43,1024,1023,1021,10,10,8,26,11,,0.00,5,Rain,316<br />
2006-9-20,20,17,13,14,12,9,100,81,52,1023,1021,1017,10,9,3,21,13,,0.00,5,Rain,303<br />
2006-9-21,20,16,11,15,12,5,94,77,55,1016,1014,1013,10,9,4,35,19,53,0.00,5,Rain,267<br />
2006-9-22,18,14,11,11,7,5,88,60,45,1017,1015,1014,10,10,10,26,14,40,0.00,6,,278<br />
2006-9-23,20,15,9,12,9,6,94,65,40,1022,1017,1013,10,10,10,32,21,42,0.00,4,Rain,243<br />
2006-9-24,20,13,6,10,8,6,100,73,43,1023,1022,1021,10,10,10,23,6,,0.00,2,,205<br />
2006-9-25,20,12,4,14,9,4,100,75,46,1022,1020,1018,10,10,10,26,10,,0.00,3,,258<br />
2006-9-26,20,14,8,12,8,6,100,74,43,1020,1019,1018,10,10,10,26,13,,0.00,2,,207<br />
2006-9-27,21,13,5,11,8,5,100,75,46,1022,1020,1019,10,10,10,24,10,,0.00,2,,217<br />
2006-9-28,25,15,5,12,9,5,100,69,34,1024,1022,1020,10,10,10,23,8,,0.00,1,Fog,118<br />
2006-9-29,30,19,9,15,9,5,100,59,23,1019,1014,1010,10,10,10,27,14,,0.00,1,,306<br />
2006-9-30,21,16,11,16,12,8,100,76,49,1020,1015,1013,10,9,2,35,14,45,0.00,3,Rain,272<br />
2006-10-1,22,14,8,11,9,7,100,68,41,1021,1019,1018,10,10,10,21,8,,0.00,3,,170<br />
2006-10-2,24,14,6,12,9,5,100,70,41,1018,1014,1010,10,10,10,27,10,,0.00,3,Fog,251<br />
2006-10-3,19,17,14,15,12,7,94,74,52,1018,1012,1010,10,9,3,52,21,64,0.00,5,Rain,293<br />
2006-10-4,19,13,8,9,6,4,93,56,37,1027,1024,1019,10,10,10,34,21,50,0.00,2,,225<br />
2006-10-5,25,15,5,9,6,2,100,61,24,1026,1024,1021,10,10,10,21,8,,0.00,1,,24<br />
2006-10-6,25,16,6,12,8,3,100,67,25,1022,1020,1017,10,10,10,32,11,,0.00,1,,213<br />
2006-10-7,23,17,10,12,4,-1,100,49,20,1027,1025,1023,10,10,10,32,16,53,0.00,2,,125<br />
2006-10-8,24,17,11,18,2,1,78,40,25,1026,1022,1020,10,10,10,53,32,85,0.00,,,90<br />
2006-10-9,28,20,12,11,7,3,88,49,30,1022,1019,1016,10,10,10,37,16,,0.00,,,133<br />
2006-10-10,24,17,9,14,12,8,100,76,47,1018,1014,1011,10,10,10,24,10,,0.00,3,,297<br />
2006-10-11,19,16,13,16,11,5,100,75,48,1018,1012,1006,10,9,3,37,19,55,0.00,5,Rain,293<br />
2006-10-12,19,16,13,14,10,5,100,71,49,1022,1020,1017,10,9,4,34,19,48,0.00,5,Rain,275<br />
2006-10-13,19,14,8,13,9,4,100,73,40,1027,1024,1021,10,9,3,29,11,,0.00,5,Fog-Rain,184<br />
2006-10-14,23,14,7,9,7,5,100,60,33,1028,1026,1022,10,10,10,27,14,,0.00,1,,157<br />
2006-10-15,26,17,9,12,8,4,94,56,30,1022,1019,1017,10,10,10,29,16,,0.00,6,,233<br />
2006-10-16,20,14,8,10,8,4,100,66,37,1024,1021,1018,10,10,10,35,16,50,0.00,3,,204<br />
2006-10-17,20,12,5,9,7,5,100,66,40,1027,1026,1024,10,10,10,26,14,,0.00,3,,204<br />
2006-10-18,25,16,6,13,10,5,100,70,36,1027,1024,1021,10,10,6,27,10,,0.00,1,Fog,195<br />
2006-10-19,29,20,11,12,8,2,94,51,25,1021,1020,1019,10,10,10,32,14,50,0.00,,,159<br />
2006-10-20,31,22,14,10,8,7,67,40,24,1023,1019,1015,,,,50,32,76,0.00,,,105<br />
2006-10-21,32,26,19,17,13,7,88,54,26,1016,1014,1013,10,10,9,39,29,55,0.00,6,,356<br />
2006-10-22,21,19,18,17,15,13,88,77,64,1018,1017,1015,10,10,9,24,14,,0.00,6,,253<br />
2006-10-23,23,19,16,15,12,6,88,67,47,1021,1019,1017,10,10,9,32,16,,0.00,5,,201<br />
2006-10-24,25,19,13,8,5,2,72,43,22,1025,1022,1020,10,10,10,29,19,52,0.00,1,,114<br />
2006-10-25,24,18,12,10,7,4,82,52,36,1022,1019,1017,,,,48,29,71,0.00,,,97<br />
2006-10-26,27,20,13,13,11,7,77,54,37,1019,1017,1016,10,10,10,45,14,60,0.00,1,,160<br />
2006-10-27,29,22,15,14,11,7,88,52,27,1020,1018,1016,10,10,10,48,31,72,0.00,1,,125<br />
2006-10-28,32,23,15,17,12,7,94,52,26,1016,1013,1011,10,8,4,39,23,53,0.00,2,Rain-Thunderstorm,112<br />
2006-10-29,22,18,15,16,14,11,94,77,56,1017,1014,1012,10,10,10,27,14,,0.00,5,,240<br />
2006-10-30,26,18,11,12,11,10,94,64,41,1017,1015,1013,10,10,10,32,19,,0.00,3,,198<br />
2006-10-31,26,19,13,13,11,9,82,60,41,1014,1012,1010,10,10,10,32,13,,0.00,1,,193<br />
2006-11-1,23,18,13,10,8,7,82,55,38,1018,1016,1014,10,10,10,29,18,,0.00,2,,197<br />
2006-11-2,24,17,9,11,9,6,88,60,33,1021,1019,1018,10,10,10,32,16,,0.00,1,,201<br />
2006-11-3,31,21,12,13,10,4,94,51,18,1019,1017,1015,,,,35,14,,0.00,,,178<br />
2006-11-4,25,21,18,13,11,7,68,51,36,1019,1016,1012,10,10,10,64,26,72,0.00,6,Rain-Thunderstorm,82<br />
2006-11-5,30,24,19,14,11,9,68,45,30,1017,1015,1013,10,10,10,37,23,58,0.00,6,Rain-Thunderstorm,89<br />
2006-11-6,32,26,19,17,12,10,83,47,31,1013,1010,1007,,,,48,31,63,0.00,,,66<br />
2006-11-7,26,21,16,18,15,11,94,70,39,1013,1010,1009,10,9,7,37,18,55,0.00,4,,339<br />
2006-11-8,27,21,15,16,14,12,100,71,39,1016,1014,1013,10,10,7,27,11,,0.00,2,,338<br />
2006-11-9,28,21,14,19,16,11,100,78,39,1015,1014,1013,10,9,3,29,14,47,0.00,5,Rain,326<br />
2006-11-10,22,18,14,17,13,11,100,73,53,1014,1013,1013,10,10,6,35,18,50,0.00,4,Rain,295<br />
2006-11-11,21,18,15,14,12,10,94,69,49,1016,1014,1013,10,10,6,34,19,47,0.00,5,Rain,245<br />
2006-11-12,26,18,10,13,11,9,100,65,34,1018,1016,1014,10,10,10,29,11,,0.00,2,,168<br />
2006-11-13,34,24,14,12,8,4,88,39,16,1016,1013,1009,,,,40,26,61,0.00,,,97<br />
2006-11-14,34,27,18,18,13,9,94,52,23,1019,1016,1013,10,10,10,47,24,64,0.00,5,,29<br />
2006-11-15,30,23,17,18,14,11,100,64,33,1018,1016,1015,10,10,10,27,13,,0.00,4,,347<br />
2006-11-16,24,20,17,16,14,12,88,68,47,1017,1015,1013,10,10,5,32,18,,0.00,5,Rain,277<br />
2006-11-17,25,20,14,15,13,8,100,67,38,1017,1015,1014,10,10,10,29,13,47,0.00,4,Rain,201<br />
2006-11-18,30,21,13,15,12,9,100,62,27,1015,1013,1011,10,10,10,27,14,,0.00,3,,169<br />
2006-11-19,25,19,14,15,14,11,100,69,44,1017,1015,1014,10,10,10,27,13,,0.00,6,,237<br />
2006-11-20,24,19,14,17,13,12,100,75,47,1020,1018,1016,10,9,3,32,14,,0.00,4,Rain,216<br />
2006-11-21,28,19,10,14,11,3,100,63,23,1021,1020,1018,10,10,10,29,13,,0.00,2,,195<br />
2006-11-22,34,24,14,15,12,6,94,52,17,1019,1016,1014,9,9,9,32,14,,0.00,0,,199<br />
2006-11-23,32,23,14,17,14,11,94,65,29,1016,1013,1011,,,,32,14,,0.00,,,221<br />
2006-11-24,28,21,15,16,13,10,88,61,37,1019,1017,1015,10,10,10,29,18,48,0.00,1,,204<br />
2006-11-25,32,24,17,15,11,5,83,46,24,1019,1016,1013,,,,40,23,60,0.00,,,123<br />
2006-11-26,35,26,17,15,10,6,73,41,20,1013,1010,1007,,,,40,27,61,0.00,,,133<br />
2006-11-27,27,21,16,16,15,13,88,70,42,1009,1008,1007,10,10,10,24,11,,0.00,4,,232<br />
2006-11-28,29,23,17,16,14,10,94,71,34,1009,1006,1003,10,10,6,42,14,61,0.00,6,Rain,275<br />
2006-11-29,23,18,13,14,12,9,94,67,43,1014,1009,1005,10,9,3,42,21,61,0.00,3,Rain,295<br />
2006-11-30,23,19,15,15,11,8,94,67,41,1020,1016,1013,10,10,6,34,16,52,0.00,4,Rain,237<br />
2006-12-1,26,16,7,10,5,-1,93,46,18,1024,1022,1020,10,10,10,29,16,32,0.00,1,,151<br />
2006-12-2,30,22,14,11,6,1,68,41,15,1022,1019,1015,,,,37,24,52,0.00,,,107<br />
2006-12-3,35,27,18,14,6,-1,64,31,13,1015,1013,1010,,,,37,21,48,0.00,,,157<br />
2006-12-4,29,22,15,14,12,7,82,60,25,1015,1013,1012,10,10,10,35,23,,0.00,1,,207<br />
2006-12-5,27,20,14,12,8,2,77,50,20,1019,1016,1014,10,10,10,32,19,,0.00,1,,190<br />
2006-12-6,32,22,12,12,9,6,88,44,22,1015,1011,1007,,,,27,16,32,0.00,,,178<br />
2006-12-7,24,19,14,17,13,11,88,65,47,1011,1008,1007,10,10,10,27,11,,0.00,3,,265<br />
2006-12-8,23,19,15,17,11,5,100,60,35,1021,1014,1010,10,9,5,34,21,50,0.00,4,Rain,228<br />
2006-12-9,24,17,11,10,6,3,72,47,27,1024,1022,1021,,,,35,21,53,0.00,,,184<br />
2006-12-10,30,22,14,14,8,1,77,49,15,1025,1023,1020,10,10,10,34,19,47,0.00,6,,152<br />
2006-12-11,33,24,16,11,8,5,59,38,18,1021,1019,1015,,,,53,32,74,0.00,,,115<br />
2006-12-12,36,28,21,14,8,5,60,31,18,1015,1013,1010,,,,35,19,,0.00,,,174<br />
2006-12-13,29,22,16,16,13,8,77,56,27,1016,1014,1013,10,10,10,34,18,,0.00,6,,217<br />
2006-12-14,29,22,16,14,9,6,73,46,23,1019,1017,1016,,,,32,19,,0.00,,,167<br />
2006-12-15,33,22,12,11,8,1,88,41,16,1018,1017,1015,,,,29,14,,0.00,,,190<br />
2006-12-16,41,28,15,14,8,2,72,34,9,1016,1013,1010,,,,34,13,,0.00,,,225<br />
2006-12-17,33,27,20,18,16,13,83,56,29,1014,1011,1010,,,,26,13,,0.00,,,296<br />
2006-12-18,32,26,21,20,16,12,94,58,33,1013,1011,1009,10,9,9,27,13,,0.00,5,Rain,223<br />
2006-12-19,30,26,22,20,18,16,83,66,45,1013,1011,1009,10,10,10,21,10,,0.00,6,Rain,302<br />
2006-12-20,26,23,20,20,17,15,94,73,54,1013,1012,1011,10,10,9,26,13,40,0.00,5,Rain,260<br />
2006-12-21,28,23,18,17,15,13,88,65,42,1016,1014,1011,10,10,10,32,16,,0.00,4,,196<br />
2006-12-22,31,23,16,14,8,3,88,43,18,1020,1018,1016,10,10,10,29,19,52,0.00,1,,107<br />
2006-12-23,33,24,17,10,8,2,59,39,14,1021,1019,1018,,,,52,32,72,0.00,,,105<br />
2006-12-24,33,24,17,8,6,-1,55,33,13,1023,1020,1018,,,,55,42,84,0.00,,,95<br />
2006-12-25,34,26,18,12,5,-2,56,31,10,1023,1020,1018,,,,37,26,55,0.00,,,90<br />
2006-12-26,36,26,16,11,1,-6,72,23,7,1020,1018,1016,,,,35,18,37,0.00,,,104<br />
2006-12-27,39,28,18,9,2,-5,46,21,6,1017,1014,1012,10,10,10,35,14,,0.00,3,,135<br />
2006-12-28,31,23,16,18,11,6,78,47,21,1013,1011,1010,10,10,10,32,14,,0.00,5,,286<br />
2006-12-29,26,21,16,16,14,12,94,63,42,1014,1013,1012,10,10,10,32,19,,0.00,2,,212<br />
2006-12-30,29,21,14,16,13,10,88,60,30,1016,1014,1013,10,10,10,32,19,,0.00,1,,209<br />
2006-12-31,36,26,16,16,12,5,88,47,15,1014,1011,1009,,,,34,19,50,0.00,,,203<br />
