
FET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-8-9,22,17,13,13,11,7,88,60,43,1019,1017,1016,10,10,10,18,11,29,0.00,6,Rain,250<br />
2012-8-10,18,16,13,13,11,10,94,70,59,1016,1015,1014,10,10,10,18,8,,0.00,6,Rain-Thunderstorm,278<br />
2012-8-11,17,14,12,12,11,8,94,77,63,1017,1016,1015,10,10,10,21,11,29,0.00,6,,335<br />
2012-8-12,20,16,12,11,10,8,88,68,49,1019,1018,1018,10,10,10,14,11,,0.00,6,,49<br />
2012-8-13,16,14,14,14,13,12,100,90,77,1016,1013,1009,10,8,5,29,19,47,0.00,8,Rain,21<br />
2012-8-14,18,17,15,15,14,13,100,86,73,1006,1004,1003,10,9,3,29,19,40,0.00,7,Rain,64<br />
2012-8-15,21,18,15,14,13,12,82,72,56,1008,1008,1007,10,10,10,26,19,35,0.00,7,Rain,70<br />
2012-8-16,20,18,15,16,15,14,100,82,68,1013,1012,1010,10,9,3,21,14,32,0.00,7,Rain,348<br />
2012-8-17,23,19,16,15,14,13,94,75,57,1015,1015,1014,10,10,10,18,13,29,0.00,7,,327<br />
2012-8-18,21,18,15,14,13,13,94,75,60,1019,1018,1017,10,10,10,26,18,35,0.00,6,Rain,319<br />
2012-8-19,21,18,15,17,14,13,88,75,64,1021,1020,1018,10,10,10,18,11,,0.00,7,Rain,280<br />
2012-8-20,26,22,19,16,14,12,78,58,44,1013,1013,1012,10,10,10,29,19,40,0.00,6,,315<br />
2012-8-21,18,14,11,7,6,4,76,55,42,1020,1019,1018,10,10,10,18,14,29,0.00,6,,93<br />
2012-8-22,25,19,13,18,14,7,82,69,54,1015,1012,1008,10,10,6,14,8,,0.00,6,Rain,199<br />
2012-8-23,23,18,14,12,11,8,88,57,41,1011,1011,1010,10,10,10,35,21,47,0.00,6,,270<br />
2012-8-24,23,17,12,11,10,9,88,55,43,1013,1012,1010,10,10,10,18,8,29,0.00,6,,240<br />
2012-8-25,20,18,15,17,16,13,94,88,82,1009,1007,1007,10,8,3,14,6,,0.00,7,Rain,175<br />
2012-8-26,20,18,15,15,14,14,94,79,68,1012,1011,1010,10,9,5,11,6,,0.00,7,Rain,207<br />
2012-8-27,20,18,16,16,15,12,94,86,73,1009,1008,1007,10,8,5,29,14,40,0.00,7,Rain,312<br />
2012-8-28,15,13,12,10,8,6,88,70,55,1016,1015,1012,10,10,10,29,26,47,0.00,7,Rain,320<br />
2012-8-29,17,13,10,10,8,6,82,65,52,1019,1019,1018,10,10,10,21,19,32,0.00,6,,339<br />
2012-8-30,19,14,11,12,11,10,94,73,64,1021,1021,1020,10,9,4,18,11,,0.00,6,,337<br />
2012-8-31,21,16,11,12,10,8,100,61,46,1022,1021,1020,10,9,3,11,3,,0.00,6,Fog,143<br />
2012-9-1,21,16,11,11,10,9,88,63,46,1023,1023,1022,10,10,10,14,8,,0.00,6,,140<br />
2012-9-2,20,18,15,14,12,9,94,68,49,1023,1023,1022,10,9,3,18,8,,0.00,7,Rain,320<br />
2012-9-3,21,16,10,12,11,9,94,66,53,1023,1021,1019,10,9,4,18,6,,0.00,6,Fog,266<br />
2012-9-4,20,17,13,12,10,8,88,65,46,1019,1018,1017,10,10,10,18,13,,0.00,6,,288<br />
2012-9-5,22,17,12,13,12,11,94,66,50,1016,1015,1013,10,9,5,21,11,29,0.00,7,,237<br />
2012-9-6,18,16,13,10,9,9,82,68,56,1013,1013,1012,10,10,10,21,10,32,0.00,7,,267<br />
2012-9-7,15,11,8,10,8,7,93,78,67,1014,1012,1010,10,10,10,21,13,32,0.00,7,Rain,250<br />
2012-9-8,16,13,12,10,8,7,88,70,55,1011,1010,1009,10,10,10,29,18,40,0.00,7,,262<br />
2012-9-9,15,12,9,6,4,3,82,58,45,1019,1015,1009,10,10,10,32,24,43,0.00,5,,312<br />
2012-9-10,20,12,5,8,6,4,93,59,37,1024,1023,1022,10,9,6,14,8,,0.00,4,Fog,233<br />
2012-9-11,23,14,7,9,8,6,93,51,36,1021,1018,1015,10,10,10,18,8,29,0.00,6,,174<br />
2012-9-12,25,18,10,12,9,7,87,52,36,1012,1010,1009,,,,26,13,35,0.00,,,165<br />
2012-9-13,25,18,10,10,8,6,88,50,29,1010,1010,1009,,,,18,11,29,0.00,,,157<br />
2012-9-14,14,12,11,12,11,7,94,87,76,1012,1011,1011,10,9,6,14,6,,0.00,8,Rain,306<br />
2012-9-15,17,12,8,11,9,8,100,81,59,1008,1007,1006,10,8,0,18,6,,0.00,7,Fog,207<br />
2012-9-16,17,13,10,10,8,6,94,68,48,1018,1015,1012,10,10,10,18,10,,0.00,6,,290<br />
2012-9-17,18,14,11,11,10,8,94,71,52,1020,1019,1019,10,10,10,11,5,,0.00,6,,171<br />
2012-9-18,20,16,12,11,9,7,94,61,43,1019,1017,1015,10,10,10,21,13,32,0.00,7,,140<br />
2012-9-19,21,14,9,14,12,9,100,74,64,1012,1011,1009,10,9,4,14,11,,0.00,6,,145<br />
2012-9-20,11,10,9,10,8,7,94,89,82,1019,1016,1014,10,10,5,18,14,29,0.00,8,Rain,350<br />
2012-9-21,13,11,9,9,7,5,93,74,58,1022,1022,1021,10,10,10,14,8,,0.00,7,Rain,8<br />
2012-9-22,10,9,8,9,8,7,94,90,87,1017,1014,1011,10,9,5,14,8,,0.00,8,,103<br />
2012-9-23,10,9,8,8,8,7,93,90,87,1009,1007,1005,10,7,4,26,18,43,0.00,8,Rain,241<br />
2012-9-24,13,11,9,7,6,5,82,71,58,1007,1006,1006,10,10,10,29,19,43,0.00,7,,263<br />
2012-9-25,16,11,6,8,7,5,93,71,51,1009,1009,1008,5,5,5,11,5,,0.00,,Fog,126<br />
2012-9-26,17,13,9,13,11,8,93,81,72,1013,1013,1011,10,10,10,11,5,,0.00,8,,115<br />
2012-9-27,24,19,14,14,13,13,94,69,50,1012,1010,1008,10,6,3,29,16,40,0.00,7,,156<br />
2012-9-28,14,13,12,13,11,9,94,86,72,1016,1013,1010,10,9,6,18,14,29,0.00,7,Rain,260<br />
2012-9-29,17,12,8,11,9,8,100,75,55,1021,1020,1018,10,7,0,14,5,,0.00,6,Fog,211<br />
2012-9-30,15,13,11,11,8,5,100,75,51,1018,1013,1011,10,9,5,32,13,43,0.00,6,Rain,261<br />
2012-10-1,31,19,7,9,7,6,93,66,24,1025,1024,1023,10,10,10,11,6,,0.00,6,,225<br />
2012-10-2,16,13,10,13,11,9,94,88,77,1019,1017,1017,10,9,3,18,13,,0.00,8,Rain,157<br />
2012-10-3,15,14,13,14,13,12,100,95,94,1017,1015,1011,5,3,0,14,8,,0.00,8,Fog-Rain-Thunderstorm,90<br />
2012-10-4,16,13,12,11,10,9,94,79,63,1014,1014,1013,10,8,5,14,10,,0.00,6,,225<br />
2012-10-5,13,11,9,10,7,6,94,77,63,1011,1009,1007,10,9,3,29,16,47,0.00,6,Rain,246<br />
2012-10-6,14,12,11,8,6,4,82,64,55,1010,1007,1003,10,10,5,35,26,50,0.00,6,Rain,251<br />
2012-10-7,13,11,9,6,5,4,76,68,54,1010,1009,1005,10,10,10,26,18,35,0.00,6,,256<br />
2012-10-8,9,7,6,6,5,5,93,87,76,1008,1008,1007,10,9,3,18,10,29,0.00,7,Rain,254<br />
2012-10-9,11,9,7,7,5,3,93,76,62,1007,1004,1001,10,10,10,21,13,29,0.00,7,Rain,230<br />
2012-10-10,9,7,4,6,4,1,93,84,71,1006,1001,997,10,10,5,26,18,35,0.00,7,Rain,263<br />
2012-10-11,9,7,5,4,4,3,93,80,66,1011,1011,1009,10,9,4,14,8,,0.00,6,Rain,232<br />
2012-10-12,8,7,5,5,4,3,100,85,71,1016,1014,1012,10,9,4,14,6,,0.00,7,Rain,327<br />
2012-10-13,8,4,0,4,3,0,100,82,66,1018,1016,1015,10,8,1,18,6,,0.00,7,Fog,158<br />
2012-10-14,11,6,1,7,5,1,100,88,71,1015,1014,1012,10,4,0,14,6,,0.00,7,Fog,129<br />
2012-10-15,9,8,8,8,8,7,100,95,87,1013,1013,1013,10,6,1,18,14,,0.00,8,,144<br />
2012-10-16,12,11,10,10,10,9,100,93,88,1016,1015,1014,6,4,1,18,10,,0.00,8,,150<br />
2012-10-17,15,12,9,14,11,6,100,92,82,1017,1011,1009,10,5,1,26,13,35,0.00,8,Rain,308<br />
2012-10-18,13,9,6,8,7,5,100,86,67,1024,1023,1017,10,3,0,18,6,,0.00,6,Fog,221<br />
2012-10-19,16,9,2,8,5,2,100,75,48,1026,1025,1024,6,2,0,11,3,,0.00,4,Fog,166<br />
2012-10-20,12,10,9,9,9,7,100,93,82,1027,1026,1025,5,3,1,18,11,,0.00,8,,173<br />
2012-10-21,11,8,6,10,8,6,100,96,88,1024,1022,1021,5,2,0,18,6,,0.00,8,Fog,179<br />
2012-10-22,11,10,9,10,9,8,100,92,87,1024,1022,1020,6,4,2,14,11,,0.00,8,,4<br />
2012-10-23,11,8,5,9,6,3,93,89,81,1024,1023,1022,10,9,4,18,11,29,0.00,8,Rain,351<br />
2012-10-24,6,3,0,4,-1,-2,93,73,57,1023,1020,1016,10,9,4,18,10,29,0.00,6,,305<br />
2012-10-25,6,4,3,3,1,0,87,78,70,1010,1004,995,10,9,6,26,19,43,0.00,8,Rain,223<br />
2012-10-26,2,1,0,1,-1,-3,93,83,70,1005,998,992,10,9,1,50,24,68,0.00,6,Rain-Snow,274<br />
2012-10-27,1,0,-1,-2,-3,-5,93,84,70,1009,1006,1001,10,2,1,26,13,35,0.00,8,Snow,129<br />
2012-10-28,0,0,0,-1,-1,-2,93,93,87,1005,1000,994,10,7,2,18,10,29,0.00,8,Snow,351<br />
2012-10-29,-2,-3,-3,-4,-4,-4,93,87,86,1017,1016,1015,10,10,10,18,13,,0.00,8,,50<br />
2012-10-30,-1,-2,-3,-2,-3,-5,100,91,80,1009,1004,1001,10,6,1,14,10,,0.00,8,Snow,72<br />
2012-10-31,1,0,-1,1,-1,-3,100,92,86,1013,1009,1004,6,3,0,14,13,,0.00,7,Fog-Snow,231<br />
2012-11-1,6,3,1,3,2,1,100,90,81,1018,1016,1012,10,6,0,26,18,35,0.00,6,Fog,124<br />
2012-11-2,8,7,5,7,6,4,100,95,93,1007,1007,1006,10,4,2,29,26,47,0.00,8,Rain,138<br />
2012-11-3,9,7,6,7,6,4,100,87,76,1008,1007,1006,10,8,3,18,13,29,0.00,7,Rain,226<br />
2012-11-4,10,8,7,7,6,5,93,87,81,1008,1007,1005,10,6,4,18,16,29,0.00,7,Rain,213<br />
2012-11-5,11,8,6,10,8,5,100,96,87,1006,998,992,10,3,1,21,18,32,0.00,8,Rain,141<br />
2012-11-6,6,4,4,3,3,2,93,83,76,1001,998,995,10,9,4,26,19,40,0.00,7,Rain,255<br />
2012-11-7,4,3,3,3,1,-1,93,84,70,1004,1002,1000,10,8,2,32,23,47,0.00,7,Rain,235<br />
2012-11-8,8,6,4,6,5,0,93,89,75,1008,1007,1006,10,8,3,26,18,35,0.00,8,Rain,251<br />
2012-11-9,8,7,4,5,4,1,87,85,81,1016,1010,1006,10,8,5,21,18,29,0.00,7,Rain,281<br />
2012-11-10,4,1,-1,1,-1,-2,100,84,70,1024,1023,1021,10,7,0,18,8,,0.00,5,Fog,126<br />
2012-11-11,8,6,3,3,2,1,93,76,66,1020,1019,1018,10,10,10,26,21,43,0.00,5,,163<br />
2012-11-12,9,7,5,6,4,3,93,84,76,1021,1018,1015,10,8,5,18,13,,0.00,6,Rain,238<br />
2012-11-13,6,4,4,3,1,0,93,79,66,1030,1027,1024,10,8,5,21,16,29,0.00,6,,291<br />
2012-11-14,6,3,1,1,0,0,93,78,66,1033,1032,1030,10,9,6,26,18,40,0.00,6,,280<br />
2012-11-15,0,0,0,-1,-2,-3,93,84,80,1027,1023,1019,6,5,4,21,18,32,0.00,8,,241<br />
2012-11-16,4,2,1,1,1,0,100,87,75,1025,1024,1021,10,5,3,14,11,,0.00,8,,271<br />
2012-11-17,4,3,3,3,2,-1,100,88,75,1024,1023,1022,6,4,2,14,8,,0.00,8,,162<br />
2012-11-18,1,0,-1,0,-1,-1,100,98,93,1021,1020,1018,5,2,1,21,18,32,0.00,8,Fog,165<br />
2012-11-19,2,1,0,1,1,0,100,95,93,1024,1021,1019,4,3,1,14,8,,0.00,8,Fog,203<br />
2012-11-20,4,3,2,4,3,2,100,96,93,1029,1028,1027,3,2,0,14,10,,0.00,8,Fog,139<br />
2012-11-21,5,4,4,4,4,2,100,95,87,1031,1031,1030,6,3,0,18,11,,0.00,8,Fog,141<br />
2012-11-22,5,4,4,2,1,0,87,82,75,1030,1029,1028,10,6,5,21,18,32,0.00,8,,151<br />
2012-11-23,3,1,0,1,0,-1,100,93,87,1027,1027,1027,10,5,4,14,11,,0.00,8,,149<br />
2012-11-24,1,0,0,-1,-2,-3,87,82,75,1025,1024,1023,6,5,4,14,8,,0.00,8,,161<br />
2012-11-25,2,0,-1,2,1,-1,100,99,93,1029,1020,1018,3,1,0,11,8,,0.00,8,Fog,183<br />
2012-11-26,5,3,1,4,2,1,100,97,93,1014,1012,1012,4,1,0,14,10,,0.00,8,Fog-Rain,175<br />
2012-11-27,3,2,1,3,2,1,100,99,93,1014,1012,1011,3,1,0,18,11,29,0.00,8,Fog-Rain,134<br />
2012-11-28,5,4,4,5,4,3,100,97,93,1007,1006,1005,3,1,0,14,8,,0.00,8,Fog-Rain,171<br />
2012-11-29,7,6,4,5,4,4,100,93,81,1000,997,995,5,4,2,18,14,29,0.00,8,Rain,155<br />
2012-11-30,7,6,3,6,4,1,100,92,81,999,994,991,6,3,0,26,13,35,0.00,7,Fog-Rain,195<br />
2012-12-1,2,1,0,1,-1,-3,93,86,75,1012,1009,1006,10,8,5,14,8,,0.00,6,Rain,235<br />
2012-12-2,-1,-3,-4,-3,-3,-4,100,95,86,1017,1016,1015,5,3,0,14,10,,0.00,7,Fog,158<br />
2012-12-3,-2,-3,-3,-3,-4,-5,100,88,80,1015,1007,1001,10,6,3,18,14,29,0.00,8,,96<br />
2012-12-4,-1,-2,-3,-4,-6,-7,86,74,64,1000,999,997,10,9,5,29,21,43,0.00,6,Snow,302<br />
2012-12-5,-3,-4,-4,-4,-5,-7,93,86,80,1001,1000,1000,10,4,1,18,16,,0.00,8,Snow,144<br />
2012-12-6,-1,-2,-2,-2,-3,-4,100,88,80,1006,1005,1003,4,3,1,14,6,,0.00,7,Fog-Snow,84<br />
2012-12-7,-2,-3,-3,-3,-4,-5,93,87,80,1010,1007,1004,10,8,1,18,14,,0.00,8,Snow,272<br />
2012-12-8,-5,-5,-5,-6,-6,-7,93,90,86,1018,1016,1014,5,3,3,11,6,,0.00,8,Snow,213<br />
2012-12-9,-6,-7,-7,-7,-8,-9,93,90,80,1024,1022,1021,5,4,1,21,11,,0.00,8,Snow,142<br />
2012-12-10,-4,-6,-7,-6,-7,-7,100,88,80,1014,1012,1010,5,2,1,26,21,35,0.00,8,Snow,99<br />
2012-12-11,-1,-3,-4,-1,-3,-5,100,92,86,1014,1012,1008,5,4,2,14,8,,0.00,8,Snow,187<br />
2012-12-12,-2,-3,-5,-3,-4,-7,100,90,80,1016,1014,1012,10,4,1,18,13,29,0.00,8,Snow,86<br />
2012-12-13,-6,-7,-7,-8,-9,-10,93,85,80,1019,1013,1010,10,6,3,14,8,,0.00,7,Snow,154<br />
2012-12-14,-4,-6,-6,-6,-7,-7,93,90,86,1029,1028,1026,5,4,4,18,11,29,0.00,8,Snow,135<br />
2012-12-15,-7,-8,-8,-8,-9,-10,93,86,80,1029,1028,1027,6,5,4,32,29,50,0.00,8,Snow,127<br />
2012-12-16,-8,-9,-10,-10,-11,-12,93,83,79,1024,1023,1023,3,1,0,43,37,55,0.00,8,Snow,126<br />
2012-12-17,-12,-13,-14,-14,-15,-16,85,84,79,1025,1024,1024,6,4,3,35,31,50,0.00,8,Snow,127<br />
2012-12-18,-14,-16,-17,-16,-17,-19,85,85,78,1026,1025,1024,10,7,5,26,23,35,0.00,6,,118<br />
2012-12-19,-11,-13,-15,-13,-15,-17,92,86,85,1031,1030,1028,10,6,1,21,19,32,0.00,8,Snow,128<br />
2012-12-20,-14,-16,-16,-17,-18,-19,85,78,72,1032,1031,1029,10,8,5,14,11,,0.00,7,,124<br />
2012-12-21,-12,-13,-15,-14,-16,-17,85,85,79,1026,1025,1024,5,4,2,18,13,,0.00,8,Snow,83<br />
2012-12-22,-11,-12,-13,-16,-17,-18,73,70,62,1025,1025,1024,10,10,10,18,14,,0.00,7,,74<br />
2012-12-23,-12,-14,-16,-14,-18,-19,85,73,67,1027,1026,1025,10,9,5,21,16,29,0.00,8,Snow,104<br />
2012-12-24,-13,-16,-18,-15,-17,-19,92,86,85,1021,1015,1011,10,4,1,32,23,43,0.00,8,Snow,144<br />
2012-12-25,1,-4,-10,0,-4,-10,100,97,93,1010,1006,1002,5,3,0,18,14,29,0.00,8,Fog-Snow,165<br />
2012-12-26,4,3,3,2,1,0,93,89,81,1007,1006,1002,10,10,10,29,16,40,0.00,7,,230<br />
2012-12-27,2,1,1,2,1,1,100,94,93,1005,1004,1002,6,3,0,18,10,29,0.00,8,Fog-Rain-Snow,220<br />
2012-12-28,3,1,-1,2,-3,-7,93,75,64,1017,1009,1001,10,10,5,35,23,55,0.00,6,Rain-Snow,276<br />
2012-12-29,0,-2,-3,-3,-4,-6,93,77,69,1025,1024,1022,10,10,10,29,19,40,0.00,6,,277<br />
2012-12-30,1,-1,-2,-6,-7,-7,74,64,56,1019,1017,1015,10,10,10,14,13,,0.00,7,,194<br />
2012-12-31,1,0,0,-1,-1,-2,93,88,81,1014,1013,1013,10,8,5,18,13,,0.00,8,,249<br />
