
WSDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-8-17,26,24,23,24,23,21,95,90,83,1012,1010,1009,19,13,3,27,14,,38.10,8,Rain-Snow,-1<br />
2013-8-18,28,26,23,24,23,22,91,82,72,1012,1011,1009,19,18,10,32,11,,6.10,8,Rain,-1<br />
2013-8-19,26,24,24,24,23,22,91,87,82,1011,1010,1010,19,19,19,171,40,,5.08,8,Rain,-1<br />
2013-8-20,27,26,23,23,23,22,91,84,74,1012,1011,1010,19,19,19,21,11,,26.92,,,-1<br />
2013-8-21,28,26,23,24,23,22,91,83,73,1013,1012,1011,19,19,19,16,6,,0.00,,,-1<br />
2013-8-22,29,27,24,24,23,21,91,75,61,1013,1012,1010,19,19,19,21,6,,3.05,,,-1<br />
2013-8-23,29,27,24,25,23,22,80,77,70,1013,1012,1011,19,19,19,19,10,,0.00,,Rain,-1<br />
2013-8-24,29,27,23,24,23,23,97,80,65,1014,1012,1012,19,19,19,19,10,,0.00,,,-1<br />
2013-8-25,29,26,22,24,23,21,90,81,60,1014,1012,1011,19,19,19,23,8,,6.10,8,Rain,-1<br />
2013-8-26,29,27,24,24,23,23,98,84,72,1014,1013,1012,19,18,10,19,3,,0.25,8,,-1<br />
2013-8-27,29,27,24,24,23,23,94,79,65,1015,1014,1013,19,19,19,27,10,,2.03,8,,-1<br />
2013-8-28,29,27,23,26,24,22,92,78,68,1015,1013,1011,19,19,19,29,13,,0.00,,,-1<br />
2013-8-29,30,28,26,25,24,23,80,75,68,1014,1013,1011,19,19,19,27,11,,0.00,,,-1<br />
2013-8-30,27,26,24,24,23,22,87,82,76,1014,1013,1011,19,17,10,8,5,,0.00,,,-1<br />
2013-8-31,30,27,24,26,24,22,87,77,62,1013,1011,1009,19,19,19,24,10,,0.25,,Rain,-1<br />
2013-9-1,28,27,24,25,24,23,94,84,69,1013,1011,1010,19,15,10,19,11,,16.00,8,Rain,-1<br />
2013-9-2,29,21,14,24,23,22,93,86,72,1011,1010,1009,19,19,19,6,3,,0.00,8,Rain,-1<br />
2013-9-3,29,26,23,24,23,22,91,79,66,1012,1011,1010,19,19,19,14,5,,0.00,,,-1<br />
2013-9-4,29,27,23,24,23,22,94,79,65,1012,1011,1009,19,19,19,13,5,,0.00,,,-1<br />
2013-9-5,29,27,24,23,23,23,91,81,64,1012,1011,1010,19,19,19,11,5,,0.00,,,-1<br />
2013-9-6,29,27,25,24,24,23,97,81,62,1015,1014,1012,19,19,19,8,3,,0.00,,Rain,-1<br />
2013-9-7,29,27,23,23,22,21,86,71,59,1016,1015,1014,19,19,19,11,5,,0.00,,,-1<br />
2013-9-8,29,27,23,24,23,22,89,77,65,1016,1015,1013,19,19,19,26,8,,0.00,,,-1<br />
2013-9-9,30,27,24,23,23,22,90,75,59,1015,1013,1012,19,19,19,27,10,,2.03,8,,-1<br />
2013-9-10,29,27,24,24,23,22,91,77,65,1015,1014,1013,19,19,19,26,10,,1.02,,,-1<br />
2013-9-11,29,27,25,24,23,23,86,72,67,1016,1015,1014,19,19,19,34,19,,0.00,,,-1<br />
2013-9-12,29,28,27,24,23,22,84,65,57,1017,1015,1013,19,19,19,32,26,,0.00,,,-1<br />
2013-9-13,29,29,28,24,23,22,72,66,63,1015,1014,1011,19,19,19,37,32,,2.03,,,-1<br />
2013-9-14,30,29,27,24,23,23,77,71,61,1013,1011,1010,19,19,19,27,26,,0.76,,,-1<br />
2013-9-15,29,28,27,23,23,22,70,66,62,1012,1010,1008,19,19,19,39,24,,0.00,,,-1<br />
2013-9-16,30,28,26,23,23,22,73,65,59,1012,1010,1008,19,19,19,34,16,,0.00,,,-1<br />
2013-9-17,29,28,27,25,23,23,79,71,65,1012,1011,1010,19,19,19,35,19,,1.02,,Rain,-1<br />
2013-9-18,28,26,24,24,24,23,96,88,73,1013,1011,1010,19,9,0,37,18,,33.02,8,Rain-Thunderstorm,-1<br />
2013-9-19,29,28,26,24,23,22,88,71,57,1013,1011,1010,19,17,10,29,14,,1.02,8,,-1<br />
2013-9-20,29,28,28,24,23,22,74,67,61,1012,1011,1010,19,19,19,32,23,,0.00,,,-1<br />
2013-9-21,29,28,27,23,23,22,69,65,59,1013,1011,1010,19,19,19,29,24,,0.00,,,-1<br />
2013-9-22,29,29,27,24,24,23,82,72,62,1012,1011,1009,19,19,19,32,26,,1.02,8,Rain,-1<br />
2013-9-23,29,28,27,24,24,24,86,75,67,1012,1011,1009,19,19,19,32,23,,0.25,8,Rain,-1<br />
2013-9-24,29,28,26,24,23,21,79,69,60,1013,1011,1010,19,19,19,32,23,,0.00,,,-1<br />
2013-9-25,29,26,22,23,22,21,89,72,61,1013,1012,1011,19,19,19,34,14,,0.00,,,-1<br />
2013-9-26,29,27,24,24,21,19,89,71,61,1013,1011,1009,19,19,19,29,13,,0.00,,Rain,-1<br />
2013-9-27,29,26,22,23,21,18,83,72,54,1012,1011,1010,19,19,19,26,10,,0.00,,,-1<br />
2013-9-28,29,26,23,23,22,21,83,72,60,1011,1009,1007,19,19,19,37,13,,0.00,,,-1<br />
2013-9-29,29,27,24,24,22,21,94,73,59,1013,1010,1008,19,18,10,42,16,,18.03,8,Rain,-1<br />
2013-9-30,29,27,24,25,24,23,91,83,68,1013,1012,1010,19,19,19,19,8,,0.00,8,Rain,-1<br />
2013-10-1,30,27,24,25,24,22,91,80,69,1013,1012,1010,19,19,19,14,5,,0.00,,,-1<br />
2013-10-2,30,28,25,26,24,23,85,76,64,1012,1011,1009,19,19,19,16,8,,0.00,,,-1<br />
2013-10-3,29,27,25,26,24,23,94,84,72,1012,1010,1009,19,18,10,13,6,,5.08,8,Rain,-1<br />
2013-10-4,29,27,24,24,24,23,96,87,71,1011,1010,1009,19,19,19,13,5,,0.00,,,-1<br />
2013-10-5,30,28,25,25,24,23,90,73,62,1011,1010,1008,19,19,19,19,8,,2.03,,,-1<br />
2013-10-6,31,28,26,26,24,23,85,76,66,1011,1009,1008,19,19,19,23,10,,4.06,,,-1<br />
2013-10-7,27,26,26,24,23,22,91,83,72,1011,1009,1008,19,19,19,11,6,,40.89,8,Rain,-1<br />
2013-10-8,31,27,23,25,24,22,86,75,62,1011,1010,1008,19,19,19,14,6,,10.92,,,-1<br />
2013-10-9,29,28,26,26,24,24,88,81,73,1012,1011,1010,19,19,19,14,8,,0.00,,,-1<br />
2013-10-10,29,28,26,26,24,24,87,77,72,1013,1011,1010,19,19,19,23,10,,5.08,,,-1<br />
2013-10-11,29,28,26,25,23,21,87,74,63,1014,1011,1010,19,19,19,16,3,,1.02,8,,-1<br />
2013-10-12,29,27,24,23,22,20,79,66,59,1014,1013,1012,19,19,19,14,8,,0.00,,,-1<br />
2013-10-13,29,27,24,25,24,23,96,76,67,1014,1013,1010,19,17,3,45,14,,22.10,8,Rain,-1<br />
2013-10-14,29,27,25,24,23,22,89,72,66,1013,1011,1010,19,19,19,50,19,,4.06,8,,-1<br />
2013-10-15,29,27,25,24,24,23,96,77,65,1014,1012,1010,19,17,2,175,37,,0.51,,,-1<br />
2013-10-16,29,27,24,25,23,22,87,79,72,1014,1013,1012,19,19,19,32,8,,0.00,8,,-1<br />
2013-10-17,29,28,26,24,23,23,87,72,61,1013,1012,1010,19,19,19,26,23,,0.25,,Rain,-1<br />
2013-10-18,29,28,26,24,23,22,84,71,65,1013,1012,1010,19,19,19,32,14,,1.02,,,-1<br />
2013-10-19,29,26,22,24,22,21,97,69,58,1013,1012,1009,19,19,19,32,13,,0.00,,,-1<br />
2013-10-20,28,26,24,23,23,22,89,77,69,1013,1012,1010,19,18,10,35,11,,3.05,8,Rain,-1<br />
2013-10-21,28,27,25,23,22,19,86,69,57,1013,1011,1009,19,19,19,26,18,,34.04,,,-1<br />
2013-10-22,29,27,24,22,21,21,83,66,55,1012,1011,1009,19,19,19,32,13,,0.00,8,,-1<br />
2013-10-23,29,27,23,24,22,21,84,72,62,1013,1012,1010,19,19,19,26,11,,0.00,,,-1<br />
2013-10-24,29,27,24,24,22,21,77,65,61,1019,1013,1010,19,19,19,37,19,,0.00,8,,-1<br />
2013-10-25,28,27,24,27,23,22,99,79,70,1013,1011,1010,19,19,19,32,13,,0.00,8,,-1<br />
2013-10-26,29,27,24,24,22,22,85,75,65,1013,1012,1011,19,19,19,26,6,,8.89,,Rain,-1<br />
2013-10-27,28,26,22,22,21,20,83,69,62,1013,1011,1010,19,19,19,29,14,,0.00,,,-1<br />
2013-10-28,29,27,25,24,22,21,75,68,63,1013,1012,1011,19,19,19,34,14,,0.00,,,-1<br />
2013-10-29,29,27,24,23,22,21,84,71,59,1013,1012,1009,19,19,19,16,8,,0.00,,,-1<br />
2013-10-30,29,26,23,24,23,21,89,77,64,1013,1011,1010,19,19,19,11,5,,0.00,,,-1<br />
2013-10-31,29,27,24,24,23,22,87,74,56,1014,1012,1010,19,19,19,14,8,,0.00,,,-1<br />
2013-11-1,29,27,25,24,24,23,86,78,70,1014,1012,1011,19,19,19,24,11,,0.00,,,-1<br />
2013-11-2,30,28,27,24,23,22,84,69,53,1013,1011,1010,19,19,19,27,19,,0.00,,Rain,-1<br />
2013-11-3,30,28,25,25,24,23,85,78,69,1013,1012,1011,19,17,10,14,8,,0.76,,Rain,-1<br />
2013-11-4,29,27,24,24,23,22,86,72,61,1022,1013,1010,19,19,19,37,14,,0.00,,,-1<br />
2013-11-5,30,27,23,23,22,21,89,73,61,1012,1011,1010,19,19,19,23,6,,0.00,,Thunderstorm,-1<br />
2013-11-6,31,27,24,24,23,22,82,72,60,1013,1011,1010,19,19,19,40,11,,0.00,,,-1<br />
2013-11-7,30,26,22,23,22,21,89,68,57,1012,1011,1008,19,19,19,26,13,,0.00,,,-1<br />
2013-11-8,30,26,22,24,22,19,80,69,59,1011,1010,1009,19,19,19,27,11,,0.00,,,-1<br />
2013-11-9,28,27,26,25,24,23,90,81,74,1010,1009,1007,19,18,10,24,13,,9.91,8,Rain,-1<br />
2013-11-10,29,27,24,26,24,24,94,84,74,1010,1009,1008,19,19,19,34,10,,14.99,8,,-1<br />
2013-11-11,29,28,25,24,24,23,94,81,64,1012,1010,1008,19,17,10,10,3,,8.89,8,Rain,-1<br />
2013-11-12,30,27,24,25,24,22,89,79,65,1010,1009,1007,19,18,10,26,10,,1.02,,,-1<br />
2013-11-13,29,28,26,24,24,22,87,74,64,1010,1009,1007,19,19,19,26,10,,0.00,,,-1<br />
2013-11-14,28,26,23,24,23,22,97,84,73,1012,1010,1007,19,18,10,29,13,,39.88,8,Rain,-1<br />
2013-11-15,29,27,25,24,23,22,81,71,59,1012,1011,1010,19,19,19,13,5,,0.00,8,Rain,-1<br />
2013-11-16,30,27,24,24,23,22,88,75,60,1011,1010,1008,19,19,19,16,8,,0.00,,,-1<br />
2013-11-17,29,27,24,24,23,22,92,82,68,1012,1011,1010,19,19,19,8,3,,0.00,,,-1<br />
2013-11-18,29,27,24,24,23,22,88,77,65,1011,1010,1007,19,19,19,11,5,,0.25,,,-1<br />
2013-11-19,28,27,25,24,23,22,91,81,73,1011,1009,1007,19,18,10,16,10,,7.87,8,Rain,-1<br />
2013-11-20,29,27,24,23,23,23,92,75,60,1009,1008,1007,19,19,19,35,13,,0.00,,,-1<br />
2013-11-21,31,28,25,27,24,23,92,82,72,1010,1009,1007,19,16,2,19,5,,4.06,8,Rain-Thunderstorm,-1<br />
2013-11-22,29,27,24,24,24,24,97,78,66,1013,1011,1009,19,18,10,14,6,,0.25,8,Snow,-1<br />
2013-11-23,28,27,25,24,23,22,91,77,69,1014,1012,1010,19,18,10,26,13,,11.94,8,Rain,-1<br />
2013-11-24,29,27,24,24,23,22,91,79,69,1011,1010,1010,19,19,19,35,14,,10.92,8,Rain,-1<br />
2013-11-25,30,27,24,26,24,22,94,80,70,1010,1009,1007,19,17,10,24,6,,0.51,8,Rain,-1<br />
2013-11-26,29,28,26,26,24,22,84,76,65,1010,1009,1008,19,19,19,26,11,,0.00,,Rain-Thunderstorm,-1<br />
2013-11-27,30,27,24,25,24,23,92,74,68,1011,1010,1008,19,18,10,27,14,,6.10,8,Rain,-1<br />
2013-11-28,30,27,24,26,24,23,89,76,69,1012,1011,1009,19,19,19,24,8,,3.05,,,-1<br />
2013-11-29,29,28,26,25,24,23,93,78,67,1013,1011,1010,19,19,19,29,11,,0.00,8,Rain,-1<br />
2013-11-30,31,28,24,25,23,22,89,76,64,1012,1011,1009,19,19,19,26,6,,4.06,,Rain-Thunderstorm,-1<br />
2013-12-1,29,27,24,26,24,23,90,81,68,1011,1010,1008,19,19,19,24,6,,0.25,,Rain,-1<br />
2013-12-2,30,28,24,25,24,23,93,80,67,1013,1011,1009,19,19,19,26,18,,37.08,8,Rain,-1<br />
2013-12-3,28,26,24,24,24,23,94,84,72,1013,1011,1009,19,19,19,16,6,,67.06,8,Rain,-1<br />
2013-12-4,29,27,24,24,23,22,92,79,56,1010,1009,1007,19,19,19,19,3,,1.02,8,,-1<br />
2013-12-5,29,28,26,25,24,22,86,75,57,1008,1007,1006,19,18,10,29,11,,1.02,,Rain,-1<br />
2013-12-6,29,27,24,26,24,23,94,84,71,1009,1008,1006,19,18,10,26,10,,4.06,8,Rain,-1<br />
2013-12-7,28,27,24,24,24,23,93,81,73,1009,1008,1007,19,19,19,27,19,,21.08,8,Rain-Thunderstorm,-1<br />
2013-12-8,29,27,25,25,23,22,91,78,71,1009,1008,1006,19,19,19,26,13,,3.05,,Rain,-1<br />
2013-12-9,30,28,25,26,24,23,87,77,65,1009,1008,1007,19,18,10,32,23,,22.10,8,Rain,-1<br />
2013-12-10,29,27,24,27,24,23,98,86,69,1010,1009,1007,19,16,0,16,6,,84.07,8,Rain,-1<br />
2013-12-11,29,28,26,25,24,24,89,80,69,1010,1009,1007,19,19,19,27,16,,7.87,8,,-1<br />
2013-12-12,28,26,24,25,24,23,96,90,78,1010,1008,1006,19,17,3,8,2,,11.94,8,Rain,-1<br />
2013-12-13,30,27,24,25,24,24,95,82,69,1009,1008,1007,19,19,19,6,3,,0.00,8,Rain,-1<br />
2013-12-14,31,28,26,26,25,24,92,80,65,1010,1009,1007,19,19,19,11,5,,13.97,,,-1<br />
2013-12-15,31,28,25,26,24,23,90,79,64,1010,1009,1007,19,19,19,26,8,,0.00,,,-1<br />
2013-12-16,31,28,26,25,24,24,89,77,65,1010,1009,1007,19,19,19,11,8,,0.25,,,-1<br />
2013-12-17,30,29,28,26,25,24,77,73,71,1011,1010,1008,19,19,19,34,19,,5.08,,,-1<br />
2013-12-18,32,30,27,25,24,23,75,70,61,1011,1010,1009,19,19,19,27,23,,0.25,,,-1<br />
2013-12-19,31,30,29,25,24,24,73,67,61,1010,1009,1007,19,19,19,34,29,,0.00,,,-1<br />
2013-12-20,29,28,27,26,24,24,82,75,70,1009,1008,1007,19,19,19,29,21,,16.00,,Rain,-1<br />
2013-12-21,29,27,25,26,25,24,94,81,75,1009,1008,1006,19,19,19,19,8,,4.06,8,,-1<br />
2013-12-22,30,29,27,26,24,23,84,73,62,1009,1008,1007,19,19,19,16,10,,0.00,8,,-1<br />
2013-12-23,30,28,26,26,24,24,91,81,64,1009,1008,1006,19,19,19,14,3,,0.00,,,-1<br />
2013-12-24,29,28,26,27,24,24,92,80,66,1009,1008,1007,19,19,19,10,3,,5.08,8,,-1<br />
2013-12-25,29,28,26,25,24,23,92,80,61,1009,1007,1006,19,19,19,13,3,,2.03,8,Rain,-1<br />
2013-12-26,29,27,24,26,24,23,91,80,67,1008,1007,1005,19,19,19,26,8,,8.89,8,Rain,-1<br />
2013-12-27,29,28,26,26,24,23,90,80,74,1010,1007,1005,19,19,19,16,6,,0.00,8,Rain,-1<br />
2013-12-28,30,28,26,27,25,24,94,84,71,1007,1006,1004,19,19,19,11,6,,13.97,8,Rain,-1<br />
2013-12-29,29,27,25,26,24,24,95,82,69,1008,1007,1005,19,19,19,19,6,,33.02,8,Rain,-1<br />
2013-12-30,29,27,24,25,24,23,97,83,70,1007,1006,1004,19,17,3,13,8,,23.11,8,Rain,-1<br />
2013-12-31,31,28,24,25,24,23,88,76,63,1006,1005,1003,19,19,19,10,5,,0.00,,,-1<br />
