
UYT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-8-17,19,15,11,16,13,9,100,88,74,1023,1016,1012,10,8,3,21,11,,0.00,8,Rain,72<br />
2015-8-18,18,14,11,14,12,9,97,81,47,1017,1014,1011,10,8,1,19,8,,0.00,7,,220<br />
2015-8-19,14,12,10,12,10,7,98,88,75,1026,1021,1017,19,6,2,29,21,,0.00,8,Rain,172<br />
2015-8-20,16,13,10,11,9,8,94,79,60,1027,1025,1024,19,10,5,24,13,,0.00,6,Rain,112<br />
2015-8-21,21,16,10,12,10,8,88,72,44,1024,1018,1012,10,10,10,21,11,,0.00,7,,52<br />
2015-8-22,23,18,12,14,13,10,94,79,52,1012,1008,1005,19,11,3,27,14,47,0.00,6,Rain,327<br />
2015-8-23,14,12,9,8,6,2,87,64,44,1023,1016,1009,10,9,2,45,27,64,0.00,6,Rain,233<br />
2015-8-24,12,10,7,9,5,3,88,69,52,1024,1022,1021,10,10,10,21,13,,0.00,6,,136<br />
2015-8-25,21,13,6,12,8,5,100,76,37,1021,1017,1012,19,7,0,24,13,,0.00,4,Fog,35<br />
2015-8-26,16,13,10,13,12,9,94,88,75,1013,1010,1007,10,7,1,26,16,,26.92,8,Fog-Rain-Thunderstorm,143<br />
2015-8-27,17,13,9,12,8,6,100,74,45,1017,1013,1010,10,9,0,29,16,48,0.00,4,Fog,276<br />
2015-8-28,23,14,6,15,7,5,87,61,24,1018,1015,1010,19,11,10,32,13,40,0.00,8,,357<br />
2015-8-29,26,18,11,13,11,8,77,65,39,1012,1010,1008,19,13,10,26,18,,0.00,,,15<br />
2015-8-30,25,18,11,13,11,6,82,62,35,1015,1013,1012,19,13,10,23,8,,0.00,8,,99<br />
2015-8-31,18,14,10,15,11,2,88,73,47,1026,1015,1010,10,10,10,42,21,61,0.00,5,,148<br />
2015-9-1,12,10,8,4,2,-2,71,54,36,1032,1029,1027,19,12,10,37,26,48,0.00,2,,149<br />
2015-9-2,16,11,6,10,6,4,88,74,57,1029,1025,1022,19,10,10,14,8,,0.00,6,,82<br />
2015-9-3,14,12,9,9,8,6,93,73,55,1023,1022,1021,10,10,10,14,10,,0.00,3,,131<br />
2015-9-4,17,10,3,8,4,-1,95,72,30,1024,1023,1022,10,4,0,14,3,,0.00,1,Fog,6<br />
2015-9-5,19,12,5,11,6,3,93,65,33,1025,1023,1021,19,10,3,16,10,,0.00,1,,21<br />
2015-9-6,20,12,5,12,7,2,88,68,32,1022,1018,1015,10,10,10,23,13,,0.00,,,48<br />
2015-9-7,18,13,9,15,12,8,100,87,61,1015,1011,1007,10,9,3,19,10,,0.00,6,,92<br />
2015-9-8,19,15,11,14,12,8,100,82,42,1008,1007,1006,10,4,0,24,8,,0.00,6,Fog,255<br />
2015-9-9,16,12,8,13,8,6,100,76,47,1015,1012,1009,10,9,3,24,11,40,0.00,7,Rain,210<br />
2015-9-10,13,9,6,8,3,-3,100,65,21,1015,1013,1012,10,10,10,23,10,,0.00,7,Rain,282<br />
2015-9-11,11,7,3,2,-2,-6,66,50,34,1019,1016,1013,19,10,10,37,19,63,0.00,4,,274<br />
2015-9-12,14,7,1,3,-1,-4,76,54,29,1021,1019,1017,19,13,10,24,13,,0.00,,,291<br />
2015-9-13,21,12,4,4,2,-1,81,49,17,1020,1018,1016,10,10,10,35,13,53,0.00,1,,325<br />
2015-9-14,26,16,6,8,5,2,76,50,19,1017,1015,1011,10,10,10,24,11,,0.00,,,360<br />
2015-9-15,26,20,14,11,7,2,68,44,25,1011,1007,1004,10,10,10,37,23,58,0.00,7,,327<br />
2015-9-16,14,12,9,8,5,2,76,60,41,1016,1012,1008,10,10,10,37,21,,0.00,8,,148<br />
2015-9-17,16,10,4,6,2,0,81,58,27,1017,1016,1015,10,10,10,16,6,,0.00,,,94<br />
2015-9-18,16,10,4,11,6,2,93,74,49,1022,1019,1017,19,10,5,23,8,,0.00,2,,117<br />
2015-9-19,18,12,6,13,9,6,94,72,41,1022,1020,1018,10,10,10,19,13,,0.00,,,112<br />
2015-9-20,18,13,8,13,11,7,94,82,64,1020,1019,1017,19,9,3,32,13,,0.00,6,Fog,115<br />
2015-9-21,16,14,12,13,12,11,95,86,74,1019,1015,1012,10,7,3,47,29,,2.03,8,Rain-Thunderstorm,113<br />
2015-9-22,13,12,11,12,11,8,94,86,75,1018,1016,1014,10,6,1,39,34,52,0.00,8,Rain,120<br />
2015-9-23,15,13,12,14,13,11,100,97,83,1015,1010,1007,10,4,1,35,27,50,3.05,8,Rain,129<br />
2015-9-24,15,14,13,14,13,12,100,94,84,1012,1009,1007,10,6,1,39,31,55,0.00,8,Rain,145<br />
2015-9-25,15,13,12,12,11,9,100,87,76,1019,1016,1011,10,9,3,29,23,47,0.00,8,Rain,158<br />
2015-9-26,17,12,7,11,9,6,100,82,61,1020,1019,1017,10,7,1,16,8,,0.00,5,Fog,131<br />
2015-9-27,19,13,6,12,8,3,100,69,29,1017,1015,1013,10,6,0,23,6,,0.00,4,Fog,282<br />
2015-9-28,22,14,8,12,8,4,88,65,35,1013,1009,1007,10,10,10,27,14,47,0.00,,,321<br />
2015-9-29,18,12,7,10,7,3,100,67,33,1015,1011,1008,10,9,3,39,18,58,0.00,2,,271<br />
2015-9-30,15,12,9,7,4,2,76,59,36,1019,1017,1015,10,10,10,21,11,,0.00,3,,199<br />
2015-10-1,22,14,6,14,8,3,100,71,40,1018,1015,1012,19,11,8,26,13,,2.03,6,Rain,46<br />
2015-10-2,16,12,8,13,11,6,100,88,80,1018,1012,1006,10,8,3,37,19,55,0.76,8,Rain-Hail-Thunderstorm,204<br />
2015-10-3,14,11,7,8,4,1,82,63,46,1020,1019,1018,10,10,9,32,23,47,0.51,6,,238<br />
2015-10-4,15,12,10,10,8,4,94,71,49,1024,1021,1020,19,10,3,27,23,,0.00,6,Rain,137<br />
2015-10-5,22,15,8,10,7,4,76,57,31,1022,1019,1015,10,10,10,27,14,,0.00,8,,56<br />
2015-10-6,19,14,10,15,13,8,100,83,62,1016,1012,1009,10,7,0,24,13,,0.00,7,Fog,108<br />
2015-10-7,16,14,13,14,12,10,94,84,71,1014,1012,1009,10,10,3,34,24,40,0.00,7,,161<br />
2015-10-8,18,16,13,13,11,6,88,77,52,1019,1015,1012,10,10,10,34,26,,0.00,6,,146<br />
2015-10-9,16,13,11,9,8,4,82,69,45,1027,1023,1019,10,10,10,32,29,47,0.00,7,,142<br />
2015-10-10,15,13,11,11,9,6,88,75,59,1029,1028,1027,10,10,10,32,24,42,0.00,7,,146<br />
2015-10-11,16,13,12,12,11,9,94,81,63,1029,1026,1024,19,10,8,26,19,39,0.76,7,Rain,139<br />
2015-10-12,16,13,9,12,10,7,100,84,54,1024,1020,1017,10,9,3,16,13,,0.25,6,Rain,167<br />
2015-10-13,18,11,5,11,8,3,94,77,51,1019,1017,1015,14,6,0,23,6,,0.00,2,Fog,80<br />
2015-10-14,23,17,11,16,12,8,88,69,47,1015,1008,1001,18,11,10,27,16,39,0.00,7,Rain,52<br />
2015-10-15,19,16,13,18,12,6,94,75,47,1012,1004,1000,10,9,3,40,19,60,4.06,6,Rain-Thunderstorm,303<br />
2015-10-16,14,11,9,6,4,3,76,60,43,1023,1018,1013,10,10,10,32,27,50,0.00,5,,237<br />
2015-10-17,14,11,8,5,3,-1,81,53,31,1029,1027,1023,19,11,10,34,19,52,0.00,2,,193<br />
2015-10-18,16,10,4,10,4,1,93,67,28,1028,1025,1020,19,9,3,27,8,,0.00,8,,52<br />
2015-10-19,20,16,11,14,11,7,94,76,48,1020,1013,1007,19,9,3,21,13,,2.03,8,Rain,28<br />
2015-10-20,19,16,12,17,14,10,100,89,56,1010,1005,1001,10,5,0,27,14,47,14.99,7,Fog-Rain-Thunderstorm,256<br />
2015-10-21,21,14,7,15,11,7,100,82,52,1013,1011,1010,10,8,0,23,8,,0.00,2,Fog,111<br />
2015-10-22,21,16,10,15,12,9,100,86,60,1019,1015,1013,10,6,0,32,10,,0.51,7,Fog-Rain-Thunderstorm,55<br />
2015-10-23,14,12,10,10,5,3,77,58,40,1025,1022,1019,19,10,10,24,21,,0.00,4,,202<br />
2015-10-24,13,11,9,9,7,5,82,69,57,1027,1025,1023,19,11,10,27,18,,0.00,6,,143<br />
2015-10-25,17,14,12,14,11,9,88,78,64,1024,1021,1018,19,10,10,29,19,40,0.00,7,Rain,99<br />
2015-10-26,21,18,14,16,14,12,94,82,64,1019,1017,1017,19,10,3,16,10,,0.00,6,Thunderstorm,122<br />
2015-10-27,19,17,15,17,16,15,100,90,76,1020,1019,1017,10,6,0,34,14,,0.00,6,Fog,135<br />
2015-10-28,24,18,12,17,16,13,100,80,46,1021,1019,1014,10,10,7,26,16,,0.00,5,,55<br />
2015-10-29,23,21,18,18,17,16,100,82,61,1017,1015,1014,10,10,9,35,16,,2.03,7,Rain,36<br />
2015-10-30,16,14,12,17,14,8,94,89,68,1018,1015,1014,19,9,3,27,16,,0.00,7,Rain,158<br />
2015-10-31,16,13,11,9,7,2,77,61,33,1023,1020,1018,19,13,10,26,21,,0.00,4,,140<br />
2015-11-1,18,13,8,9,7,4,88,58,28,1024,1023,1022,19,11,10,27,11,,0.00,6,,108<br />
2015-11-2,19,14,9,12,9,4,77,63,46,1024,1020,1016,19,13,10,34,18,,0.00,6,,92<br />
2015-11-3,20,17,13,15,13,11,88,77,59,1022,1017,1015,10,10,10,27,10,,0.00,5,,126<br />
2015-11-4,17,15,13,14,9,6,88,66,42,1024,1022,1021,14,11,10,24,21,,0.00,5,,132<br />
2015-11-5,21,13,7,12,8,4,100,65,28,1023,1021,1020,19,14,11,14,3,,0.00,8,,142<br />
2015-11-6,24,16,8,14,9,6,94,65,25,1022,1021,1019,19,13,10,23,8,,0.00,2,,308<br />
2015-11-7,24,17,10,14,12,9,94,67,35,1021,1019,1016,19,13,3,24,11,,0.00,2,Fog,94<br />
2015-11-8,26,20,13,17,12,7,88,60,21,1017,1014,1011,19,13,10,23,16,,0.00,4,,53<br />
2015-11-9,26,21,16,19,17,14,94,78,55,1013,1012,1011,18,11,10,26,14,,0.00,7,,74<br />
2015-11-10,28,23,18,20,18,17,97,85,61,1016,1014,1011,14,7,0,24,10,,0.00,7,Fog,140<br />
2015-11-11,22,19,16,18,14,12,94,74,47,1017,1016,1015,14,10,1,23,16,,0.00,6,,135<br />
2015-11-12,22,16,9,18,13,6,94,74,54,1015,1010,1005,19,9,4,34,13,48,10.92,8,Rain-Thunderstorm,85<br />
2015-11-13,20,18,16,21,17,14,100,92,78,1008,1000,997,11,7,1,40,26,60,18.03,8,Rain-Thunderstorm,271<br />
2015-11-14,24,20,15,15,13,11,88,64,34,1013,1012,1009,19,12,10,21,14,39,0.00,2,Rain,183<br />
2015-11-15,29,21,14,18,14,11,83,62,27,1014,1012,1011,14,12,10,24,11,,0.00,1,,25<br />
2015-11-16,27,21,15,13,12,10,77,53,31,1012,1010,1008,14,13,10,26,16,,0.00,4,,43<br />
2015-11-17,21,19,17,19,17,13,100,88,68,1009,1006,1005,14,6,2,34,18,,4.06,7,Rain,63<br />
2015-11-18,20,18,16,18,17,15,100,93,81,1007,1006,1004,14,8,1,21,14,,0.00,7,Fog-Rain,171<br />
2015-11-19,20,17,14,16,13,7,94,82,49,1008,1005,1004,11,8,1,32,10,,3.05,8,Fog-Rain,138<br />
2015-11-20,18,16,11,10,5,-3,72,50,15,1015,1012,1009,14,11,10,35,26,50,0.00,6,Rain,181<br />
2015-11-21,24,16,7,7,5,2,82,49,14,1015,1014,1011,19,18,14,21,11,,0.00,,,15<br />
2015-11-22,23,17,11,13,10,6,77,57,42,1016,1014,1012,19,15,10,27,13,,0.00,5,,78<br />
2015-11-23,21,17,12,13,8,3,88,54,26,1017,1016,1014,18,13,10,32,19,,0.00,2,,96<br />
2015-11-24,21,16,11,13,10,1,77,62,15,1015,1013,1011,19,14,10,39,18,52,0.00,2,,100<br />
2015-11-25,23,18,13,15,12,8,78,65,49,1016,1015,1013,18,12,10,32,18,,0.00,3,,91<br />
2015-11-26,25,20,14,17,14,11,83,73,52,1016,1014,1012,14,10,10,27,16,,0.00,6,,91<br />
2015-11-27,24,20,16,22,18,16,100,91,77,1012,1006,1002,14,7,1,27,14,42,19.05,7,Rain-Hail-Thunderstorm,73<br />
2015-11-28,23,19,16,16,13,9,84,65,42,1011,1009,1005,19,12,10,27,23,47,0.00,6,,249<br />
2015-11-29,22,18,13,15,11,7,100,59,31,1018,1016,1012,19,12,10,21,11,,0.00,1,,237<br />
2015-11-30,26,20,14,17,12,8,83,60,28,1020,1017,1016,19,15,10,19,6,,0.00,1,,73<br />
2015-12-1,28,21,14,17,13,10,88,57,24,1018,1017,1016,14,14,11,23,14,,0.00,,,54<br />
2015-12-2,24,19,14,19,15,12,88,70,50,1020,1019,1018,18,14,11,27,10,,0.00,,,118<br />
2015-12-3,26,19,12,19,14,12,83,65,44,1018,1015,1011,14,11,10,24,14,,0.00,5,,79<br />
2015-12-4,23,21,18,19,17,16,94,82,59,1012,1009,1008,14,10,8,27,11,,0.00,7,Rain,133<br />
2015-12-5,23,19,16,16,14,7,83,70,36,1018,1014,1010,19,11,10,29,18,,0.00,6,,175<br />
2015-12-6,18,15,12,9,7,5,67,55,41,1018,1017,1015,19,12,10,26,19,39,0.00,4,,200<br />
2015-12-7,21,14,8,15,11,8,87,67,43,1017,1015,1008,14,13,10,23,8,,0.00,1,,112<br />
2015-12-8,31,22,13,19,14,9,94,62,20,1013,1010,1007,19,16,11,37,16,39,0.00,,,26<br />
2015-12-9,26,22,19,19,16,12,88,65,38,1010,1009,1008,14,12,10,26,6,,0.00,6,,209<br />
2015-12-10,30,21,12,19,14,10,94,62,27,1010,1008,1007,14,11,10,29,11,48,0.00,1,,319<br />
2015-12-11,34,26,17,19,15,13,82,52,21,1007,1005,1003,14,13,10,27,13,47,0.00,1,,327<br />
2015-12-12,35,28,20,21,17,14,74,55,27,1007,1005,1003,19,12,10,27,16,39,0.00,8,Thunderstorm,7<br />
2015-12-13,31,26,20,22,20,17,94,73,37,1005,1003,1002,19,11,3,37,11,55,2.03,6,Rain-Thunderstorm,241<br />
2015-12-14,25,21,17,21,18,16,94,77,62,1009,1007,1005,19,10,0,55,11,93,43.94,6,Rain-Thunderstorm,29<br />
2015-12-15,24,21,19,20,17,10,88,72,46,1019,1014,1008,19,12,10,130,19,40,0.00,4,,178<br />
2015-12-16,26,19,13,19,13,8,82,61,29,1020,1016,1010,14,13,10,21,11,,0.00,1,,84<br />
2015-12-17,24,21,18,20,16,12,94,78,47,1011,1006,1002,14,9,2,37,18,63,14.99,7,Rain-Thunderstorm,21<br />
2015-12-18,23,21,18,21,15,7,100,73,32,1012,1008,1005,14,7,0,40,10,37,0.00,4,Fog,220<br />
2015-12-19,21,18,16,14,10,6,73,54,35,1019,1016,1009,18,12,10,23,16,37,0.00,3,,191<br />
2015-12-20,22,16,10,16,12,9,94,67,40,1021,1019,1015,14,13,10,34,14,,0.00,1,,71<br />
2015-12-21,30,22,15,21,17,12,88,67,40,1016,1011,1006,18,10,0,34,16,,0.00,6,Rain-Hail-Thunderstorm,41<br />
2015-12-22,23,21,20,21,20,18,96,89,80,1009,1006,1002,14,8,2,39,14,,22.10,7,Fog-Rain-Thunderstorm,5<br />
2015-12-23,28,23,19,22,19,19,100,81,59,1009,1006,1005,10,9,5,19,6,,0.00,7,,331<br />
2015-12-24,26,23,20,21,12,7,89,49,24,1017,1015,1010,14,11,8,29,18,,0.00,7,Fog,118<br />
2015-12-25,27,20,13,17,13,7,82,56,31,1019,1017,1014,19,14,10,24,11,,0.00,,,75<br />
2015-12-26,29,22,15,18,15,11,94,63,28,1015,1012,1008,19,18,11,26,14,,0.00,,,43<br />
2015-12-27,30,23,16,20,18,15,94,68,40,1010,1008,1005,19,13,6,14,6,,0.00,6,,56<br />
2015-12-28,34,26,18,22,18,15,83,61,29,1010,1008,1007,19,15,14,27,8,,0.00,,,35<br />
2015-12-29,31,26,20,24,19,16,94,67,44,1011,1010,1008,19,13,10,14,10,,0.00,6,Rain,55<br />
2015-12-30,25,23,21,24,22,19,100,89,75,1009,1007,1006,14,9,2,29,10,37,6.10,7,Rain,135<br />
2015-12-31,25,22,19,21,19,18,83,75,59,1012,1010,1007,14,11,10,26,16,,0.00,3,,129<br />
